Shopping_ID,Subcategory,Source_Dataset,Store_ID,Store_Name,Locality,Store_Type,Main_Categories,Chennai_Zone,Address,Phone,Rating,Review_Count,Verification_Status,Main_Products,Data_Status,Market_ID,Market_Name,Shopping_Categories,Market_Type,Operating_Days,Typical_Operating_Time,Mall_Name,Type,Developer_or_Group,Notes,Interest_Category
465,Flea Markets,chennai_flea_markets(1).csv,,,Washermanpet,,,North Chennai,,,,,,,,15.0,Washermanpet Clothing Street Market,"Clothing, textiles, footwear, accessories",Street/Flea-style Market,Daily,,,,,,Shopping Interest
466,Flea Markets,chennai_flea_markets(1).csv,,,Choolai,,,Central Chennai,,,,,,,,16.0,Choolai Street Market,"Clothing, household goods, accessories, groceries",Street Market,Daily,,,,,,Shopping Interest
467,Flea Markets,chennai_flea_markets(1).csv,,,Chintadripet,,,Central Chennai,,,,,,,,17.0,Chintadripet Street Market,"Electronics, clothing, footwear, household items",Street/Flea-style Market,Daily,,,,,,Shopping Interest
468,Flea Markets,chennai_flea_markets(1).csv,,,Marina Beach,,,Central Chennai,,,,,,,,18.0,Marina Beach Street Stalls,"Souvenirs, accessories, handicrafts, toys, beach goods",Beachside Flea-style Market,Evenings,,,,,,Shopping Interest
469,Flea Markets,chennai_flea_markets(1).csv,,,Besant Nagar,,,South Chennai,,,,,,,,19.0,Besant Nagar Beach Street Stalls,"Handmade goods, accessories, souvenirs, clothing, toys",Beachside Flea-style Market,Evenings/Weekends,,,,,,Shopping Interest
470,Flea Markets,chennai_flea_markets(1).csv,,,Besant Nagar,,,South Chennai,,,,,,,,20.0,Elliot's Beach Street Stalls,"Accessories, souvenirs, handicrafts, toys",Beachside Flea-style Market,Evenings/Weekends,,,,,,Shopping Interest
471,Flea Markets,chennai_flea_markets(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,21.0,T. Nagar Weekend Pop-up/Flea Events,"Fashion, handmade products, accessories, lifestyle products",Pop-up/Flea Market,Weekends/Event-based,,,,,,Shopping Interest
472,Flea Markets,chennai_flea_markets(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,22.0,Pondy Bazaar Weekend Pop-up Events,"Fashion, crafts, accessories, food, lifestyle products",Pop-up/Flea Market,Weekends/Event-based,,,,,,Shopping Interest
473,Flea Markets,chennai_flea_markets(1).csv,,,Velachery,,,South Chennai,,,,,,,,23.0,Phoenix Marketcity Flea/Pop-up Events,"Fashion, handmade products, crafts, food, lifestyle",Organized Flea/Pop-up Event,Event-based,,,,,,Shopping Interest
474,Flea Markets,chennai_flea_markets(1).csv,,,Royapettah,,,Central Chennai,,,,,,,,24.0,Express Avenue Flea/Pop-up Events,"Fashion, crafts, accessories, lifestyle products",Organized Flea/Pop-up Event,Event-based,,,,,,Shopping Interest
475,Flea Markets,chennai_flea_markets(1).csv,,,Vadapalani,,,West Chennai,,,,,,,,25.0,Nexus Vijaya Mall Flea/Pop-up Events,"Fashion, crafts, accessories, lifestyle products",Organized Flea/Pop-up Event,Event-based,,,,,,Shopping Interest
476,Flea Markets,chennai_flea_markets(1).csv,,,Anna Nagar West,,,West Chennai,,,,,,,,26.0,VR Chennai Flea/Pop-up Events,"Fashion, art, crafts, accessories, lifestyle products",Organized Flea/Pop-up Event,Event-based,,,,,,Shopping Interest
477,Flea Markets,chennai_flea_markets(1).csv,,,Various locations,,,Chennai,,,,,,,,27.0,Local Community Flea Markets – Chennai,"Thrift clothing, handmade products, accessories, art, collectibles",Community Flea Market,Event-based,,,,,,Shopping Interest
478,Flea Markets,chennai_flea_markets(1).csv,,,Various venues,,,Chennai,,,,,,,,28.0,Weekend Flea Exhibitions – Chennai,"Clothing, jewellery, crafts, home décor, food",Flea Exhibition,Weekends/Event-based,,,,,,Shopping Interest
479,Flea Markets,chennai_flea_markets(1).csv,,,Various college/event venues,,,Chennai,,,,,,,,29.0,College/Youth Flea Pop-ups – Chennai,"Thrift fashion, accessories, art, handmade products",Youth Flea/Pop-up,Event-based,,,,,,Shopping Interest
480,Flea Markets,chennai_flea_markets(1).csv,,,Marina / Besant Nagar,,,Chennai,,,,,,,,30.0,Beachside Weekend Flea Pop-ups – Chennai,"Handmade goods, fashion, accessories, art, souvenirs",Beach Flea/Pop-up,Weekends/Event-based,,,,,,Shopping Interest
481,Street Markets,chennai_street_markets_shopping(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,1.0,T. Nagar Ranganathan Street Market,"Clothing, jewellery, footwear, accessories",Street Shopping,,Daily,,,,,Shopping Interest
482,Street Markets,chennai_street_markets_shopping(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,2.0,Pondy Bazaar,"Clothing, footwear, accessories, cosmetics",Commercial Street Market,,Daily,,,,,Shopping Interest
483,Street Markets,chennai_street_markets_shopping(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,3.0,Usman Road Market,"Gold jewellery, textiles, clothing, electronics",Street Market,,Daily,,,,,Shopping Interest
484,Street Markets,chennai_street_markets_shopping(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,4.0,Panagal Park Market,"Silk sarees, jewellery, clothing",Shopping Market,,Daily,,,,,Shopping Interest
485,Street Markets,chennai_street_markets_shopping(1).csv,,,Sowcarpet,,,Central Chennai,,,,,,,,5.0,Sowcarpet Market,"Clothing, sweets, snacks, cosmetics, accessories",Street Market,,Daily,,,,,Shopping Interest
486,Street Markets,chennai_street_markets_shopping(1).csv,,,Sowcarpet,,,Central Chennai,,,,,,,,6.0,Mint Street Market,"Clothing, textiles, snacks, jewellery, accessories",Street Market,,Daily,,,,,Shopping Interest
487,Street Markets,chennai_street_markets_shopping(1).csv,,,George Town,,,North Chennai,,,,,,,,7.0,George Town Market,"Textiles, household goods, accessories, wholesale items",Wholesale/Street Market,,Daily,,,,,Shopping Interest
488,Street Markets,chennai_street_markets_shopping(1).csv,,,Parrys,,,North/Central Chennai,,,,,,,,8.0,Parrys Corner Market,"Stationery, hardware, textiles, electronics, household goods",Wholesale Market,,Daily,,,,,Shopping Interest
489,Street Markets,chennai_street_markets_shopping(1).csv,,,Koyambedu,,,West Chennai,,,,,,,,9.0,Kothawal Chavadi Market,"Fruits, vegetables, groceries",Wholesale Market,,Daily,,,,,Shopping Interest
490,Street Markets,chennai_street_markets_shopping(1).csv,,,Koyambedu,,,West Chennai,,,,,,,,10.0,Koyambedu Market,"Fruits, vegetables, flowers, groceries",Wholesale Market,,Daily,,,,,Shopping Interest
491,Street Markets,chennai_street_markets_shopping(1).csv,,,Parrys,,,Central Chennai,,,,,,,,11.0,Flower Bazaar,"Flowers, pooja items, accessories",Street Market,,Daily,,,,,Shopping Interest
492,Street Markets,chennai_street_markets_shopping(1).csv,,,Parrys,,,Central Chennai,,,,,,,,12.0,Burma Bazaar,"Electronics, accessories, bags, watches",Street Market,,Daily,,,,,Shopping Interest
493,Street Markets,chennai_street_markets_shopping(1).csv,,,Mount Road / Chintadripet,,,Central Chennai,,,,,,,,13.0,Ritchie Street Market,"Electronics, computer parts, mobile accessories",Electronics Street Market,,Daily,,,,,Shopping Interest
494,Street Markets,chennai_street_markets_shopping(1).csv,,,Park Town,,,Central Chennai,,,,,,,,14.0,Moore Market Complex,"Books, antiques, collectibles, household goods",Street Market,,Daily,,,,,Shopping Interest
495,Street Markets,chennai_street_markets_shopping(1).csv,,,Triplicane,,,Central Chennai,,,,,,,,15.0,Triplicane Market,"Clothing, groceries, accessories, household goods",Local Street Market,,Daily,,,,,Shopping Interest
496,Street Markets,chennai_street_markets_shopping(1).csv,,,Royapettah,,,Central Chennai,,,,,,,,16.0,Royapettah Market,"Clothing, footwear, groceries, accessories",Local Street Market,,Daily,,,,,Shopping Interest
497,Street Markets,chennai_street_markets_shopping(1).csv,,,Mylapore,,,Central Chennai,,,,,,,,17.0,Mylapore Mada Streets Market,"Traditional items, handicrafts, clothing, pooja items",Traditional Street Market,,Daily,,,,,Shopping Interest
498,Street Markets,chennai_street_markets_shopping(1).csv,,,Mylapore,,,Central Chennai,,,,,,,,18.0,Mylapore Tank Market,"Clothing, accessories, handicrafts, food",Street Market,,Daily,,,,,Shopping Interest
499,Street Markets,chennai_street_markets_shopping(1).csv,,,Purasawalkam,,,Central Chennai,,,,,,,,19.0,Purasawalkam Market,"Clothing, jewellery, footwear, household goods",Commercial Street Market,,Daily,,,,,Shopping Interest
500,Street Markets,chennai_street_markets_shopping(1).csv,,,Otteri,,,North Chennai,,,,,,,,20.0,Otteri Market,"Vegetables, groceries, clothing, household goods",Local Market,,Daily,,,,,Shopping Interest
501,Street Markets,chennai_street_markets_shopping(1).csv,,,Perambur,,,North Chennai,,,,,,,,21.0,Perambur Market,"Clothing, footwear, groceries, accessories",Local Street Market,,Daily,,,,,Shopping Interest
502,Street Markets,chennai_street_markets_shopping(1).csv,,,Aminjikarai,,,Central/West Chennai,,,,,,,,22.0,Aminjikarai Market,"Clothing, footwear, groceries, accessories",Local Street Market,,Daily,,,,,Shopping Interest
503,Street Markets,chennai_street_markets_shopping(1).csv,,,Anna Nagar,,,West Chennai,,,,,,,,23.0,Anna Nagar Shanthi Colony Market,"Clothing, accessories, food, household items",Street Market,,Daily,,,,,Shopping Interest
504,Street Markets,chennai_street_markets_shopping(1).csv,,,Thirumangalam,,,West Chennai,,,,,,,,24.0,Thirumangalam Market,"Clothing, groceries, footwear, accessories",Local Market,,Daily,,,,,Shopping Interest
505,Street Markets,chennai_street_markets_shopping(1).csv,,,Vadapalani,,,West Chennai,,,,,,,,25.0,Vadapalani Market,"Clothing, footwear, accessories, electronics",Local Street Market,,Daily,,,,,Shopping Interest
506,Street Markets,chennai_street_markets_shopping(1).csv,,,Koyambedu,,,West Chennai,,,,,,,,26.0,Koyambedu Flower Market,"Flowers, decorative items, pooja items",Wholesale Market,,Daily,,,,,Shopping Interest
507,Street Markets,chennai_street_markets_shopping(1).csv,,,Guindy,,,South Chennai,,,,,,,,27.0,Guindy Market,"Clothing, footwear, accessories, household goods",Local Street Market,,Daily,,,,,Shopping Interest
508,Street Markets,chennai_street_markets_shopping(1).csv,,,Saidapet,,,South Chennai,,,,,,,,28.0,Saidapet Market,"Vegetables, groceries, clothing, household items",Local Market,,Daily,,,,,Shopping Interest
509,Street Markets,chennai_street_markets_shopping(1).csv,,,West Mambalam,,,South Chennai,,,,,,,,29.0,West Mambalam Market,"Clothing, jewellery, groceries, household items",Local Street Market,,Daily,,,,,Shopping Interest
510,Street Markets,chennai_street_markets_shopping(1).csv,,,Ashok Nagar,,,South Chennai,,,,,,,,30.0,Ashok Nagar Market,"Clothing, footwear, accessories, groceries",Local Market,,Daily,,,,,Shopping Interest
511,Street Markets,chennai_street_markets_shopping(1).csv,,,Adyar,,,South Chennai,,,,,,,,31.0,Adyar Market,"Clothing, handicrafts, accessories, groceries",Local Street Market,,Daily,,,,,Shopping Interest
512,Street Markets,chennai_street_markets_shopping(1).csv,,,Besant Nagar,,,South Chennai,,,,,,,,32.0,Besant Nagar Beach Road Market,"Handicrafts, accessories, clothing, souvenirs, snacks",Beachside Street Market,,Evenings/Weekends,,,,,Shopping Interest
513,Street Markets,chennai_street_markets_shopping(1).csv,,,Thiruvanmiyur,,,South Chennai,,,,,,,,33.0,Thiruvanmiyur Market,"Clothing, groceries, accessories, household goods",Local Street Market,,Daily,,,,,Shopping Interest
514,Street Markets,chennai_street_markets_shopping(1).csv,,,Velachery,,,South Chennai,,,,,,,,34.0,Velachery Market,"Clothing, footwear, accessories, groceries",Local Market,,Daily,,,,,Shopping Interest
515,Street Markets,chennai_street_markets_shopping(1).csv,,,Pallikaranai,,,South Chennai,,,,,,,,35.0,Pallikaranai Market,"Clothing, groceries, household goods, accessories",Local Market,,Daily,,,,,Shopping Interest
516,Street Markets,chennai_street_markets_shopping(1).csv,,,Tambaram,,,Chennai Metropolitan Area,,,,,,,,36.0,Tambaram Market,"Clothing, textiles, footwear, groceries, accessories",Commercial Street Market,,Daily,,,,,Shopping Interest
517,Street Markets,chennai_street_markets_shopping(1).csv,,,Chromepet,,,Chennai Metropolitan Area,,,,,,,,37.0,Chromepet Market,"Clothing, footwear, electronics, accessories",Commercial Street Market,,Daily,,,,,Shopping Interest
518,Street Markets,chennai_street_markets_shopping(1).csv,,,Pallavaram,,,Chennai Metropolitan Area,,,,,,,,38.0,Pallavaram Market,"Clothing, footwear, accessories, household goods",Street Market,,Daily,,,,,Shopping Interest
519,Street Markets,chennai_street_markets_shopping(1).csv,,,Tiruvottiyur,,,North Chennai,,,,,,,,39.0,Tiruvottiyur Market,"Clothing, groceries, footwear, household items",Local Street Market,,Daily,,,,,Shopping Interest
520,Street Markets,chennai_street_markets_shopping(1).csv,,,Washermanpet,,,North Chennai,,,,,,,,40.0,Washermanpet Market,"Clothing, jewellery, groceries, household goods",Local Street Market,,Daily,,,,,Shopping Interest
521,Street Markets,chennai_street_markets_shopping(1).csv,,,North Chennai,,,North Chennai,,,,,,,,41.0,Thiruvallur High Road Market,"Clothing, accessories, household items",Street Market,,Daily,,,,,Shopping Interest
522,Street Markets,chennai_street_markets_shopping(1).csv,,,Choolai,,,Central Chennai,,,,,,,,42.0,Choolai Market,"Clothing, groceries, household goods, accessories",Local Market,,Daily,,,,,Shopping Interest
523,Street Markets,chennai_street_markets_shopping(1).csv,,,Egmore,,,Central Chennai,,,,,,,,43.0,Egmore Market,"Clothing, books, accessories, groceries",Local Street Market,,Daily,,,,,Shopping Interest
524,Street Markets,chennai_street_markets_shopping(1).csv,,,Kilpauk,,,Central Chennai,,,,,,,,44.0,Kilpauk Market,"Clothing, groceries, footwear, accessories",Local Market,,Daily,,,,,Shopping Interest
525,Street Markets,chennai_street_markets_shopping(1).csv,,,Nungambakkam,,,Central Chennai,,,,,,,,45.0,Nungambakkam Street Market,"Clothing, accessories, handicrafts, food",Street Market,,Evenings,,,,,Shopping Interest
526,Street Markets,chennai_street_markets_shopping(1).csv,,,Marina Beach,,,Central Chennai,,,,,,,,46.0,Marina Beach Street Shops,"Souvenirs, handicrafts, accessories, snacks",Beachside Street Market,,Evenings,,,,,Shopping Interest
527,Street Markets,chennai_street_markets_shopping(1).csv,,,Besant Nagar,,,South Chennai,,,,,,,,47.0,Elliot's Beach Street Shops,"Souvenirs, handicrafts, accessories, snacks",Beachside Street Market,,Evenings,,,,,Shopping Interest
528,Street Markets,chennai_street_markets_shopping(1).csv,,,Chintadripet,,,Central Chennai,,,,,,,,48.0,Chintadripet Market,"Electronics, clothing, footwear, household goods",Street Market,,Daily,,,,,Shopping Interest
529,Street Markets,chennai_street_markets_shopping(1).csv,,,Mannady,,,North/Central Chennai,,,,,,,,49.0,Mannady Market,"Wholesale goods, textiles, accessories, household items",Wholesale/Street Market,,Daily,,,,,Shopping Interest
530,Street Markets,chennai_street_markets_shopping(1).csv,,,Royapuram,,,North Chennai,,,,,,,,50.0,Royapuram Market,"Clothing, groceries, accessories, household goods",Local Market,,Daily,,,,,Shopping Interest
531,Street Markets,chennai_street_markets_shopping(1).csv,,,Kodambakkam,,,West Chennai,,,,,,,,51.0,Kodambakkam Market,"Clothing, footwear, accessories, groceries",Local Street Market,,Daily,,,,,Shopping Interest
532,Shopping Malls,chennai_shopping_malls(1).csv,,,Velachery,,,South Chennai,,,,,,,,,,,,,,Phoenix Marketcity Chennai,Major shopping mall,Phoenix Mills,Opened 2013,Shopping Interest
533,Shopping Malls,chennai_shopping_malls(1).csv,,,Velachery,,,South Chennai,,,,,,,,,,,,,,Grand Square Mall,Shopping mall,—,—,Shopping Interest
534,Shopping Malls,chennai_shopping_malls(1).csv,,,Velachery,,,South Chennai,,,,,,,,,,,,,,Palladium Chennai,Luxury shopping mall,Phoenix Mills,—,Shopping Interest
535,Shopping Malls,chennai_shopping_malls(1).csv,,,Royapettah,,,Central Chennai,,,,,,,,,,,,,,Express Avenue,Shopping mall,Express Infrastructure,Opened 2010,Shopping Interest
536,Shopping Malls,chennai_shopping_malls(1).csv,,,Mylapore,,,Central Chennai,,,,,,,,,,,,,,Chennai Citi Centre,Shopping mall,—,—,Shopping Interest
537,Shopping Malls,chennai_shopping_malls(1).csv,,,Anna Salai / Mount Road,,,Central Chennai,,,,,,,,,,,,,,Spencer Plaza,Shopping mall,Mangal Tirth Estate,—,Shopping Interest
538,Shopping Malls,chennai_shopping_malls(1).csv,,,Teynampet,,,Central Chennai,,,,,,,,,,,,,,Ramee Mall,Shopping mall,Ramee Group,—,Shopping Interest
539,Shopping Malls,chennai_shopping_malls(1).csv,,,Aminjikarai,,,Central Chennai,,,,,,,,,,,,,,Ampa Skywalk,Shopping mall,—,—,Shopping Interest
540,Shopping Malls,chennai_shopping_malls(1).csv,,,Vadapalani,,,West Chennai,,,,,,,,,,,,,,Nexus Vijaya Mall,Shopping mall,Nexus Select Trust,Opened 2013,Shopping Interest
541,Shopping Malls,chennai_shopping_malls(1).csv,,,Anna Nagar West,,,North-West Chennai,,,,,,,,,,,,,,VR Chennai,Shopping mall,Virtuous Retail,Opened 2018,Shopping Interest
542,Shopping Malls,chennai_shopping_malls(1).csv,,,Perambur,,,North Chennai,,,,,,,,,,,,,,Spectrum The Grand Venus Mall,Shopping mall,—,—,Shopping Interest
543,Shopping Malls,chennai_shopping_malls(1).csv,,,Koyambedu,,,West Chennai,,,,,,,,,,,,,,Ten Square Mall,Shopping mall,Ten Square Chennai Developers,—,Shopping Interest
544,Shopping Malls,chennai_shopping_malls(1).csv,,,Virugambakkam,,,West Chennai,,,,,,,,,,,,,,Chandra Metro Mall,Shopping mall,—,—,Shopping Interest
545,Shopping Malls,chennai_shopping_malls(1).csv,,,Purasawalkam,,,Central Chennai,,,,,,,,,,,,,,Abirami Mega Mall,Shopping mall,—,—,Shopping Interest
546,Shopping Malls,chennai_shopping_malls(1).csv,,,Nungambakkam,,,Central Chennai,,,,,,,,,,,,,,Ispahani Centre,Shopping complex,—,—,Shopping Interest
547,Shopping Malls,chennai_shopping_malls(1).csv,,,Egmore,,,Central Chennai,,,,,,,,,,,,,,Fountain Plaza,Shopping complex,—,—,Shopping Interest
548,Shopping Malls,chennai_shopping_malls(1).csv,,,Egmore,,,Central Chennai,,,,,,,,,,,,,,Alsa Mall,Shopping mall,—,—,Shopping Interest
549,Shopping Malls,chennai_shopping_malls(1).csv,,,Egmore,,,Central Chennai,,,,,,,,,,,,,,Patni Plaza,Shopping complex,—,—,Shopping Interest
550,Shopping Malls,chennai_shopping_malls(1).csv,,,OMR,,,South Chennai,,,,,,,,,,,,,,Coromandel Plaza,Shopping complex,—,—,Shopping Interest
551,Shopping Malls,chennai_shopping_malls(1).csv,,,"Egattur, OMR",,,Chennai Metropolitan Area,,,,,,,,,,,,,,Marina Mall,Shopping mall,—,—,Shopping Interest
552,Shopping Malls,chennai_shopping_malls(1).csv,,,"Navalur, OMR",,,Chennai Metropolitan Area,,,,,,,,,,,,,,Vivira Mall,Shopping mall,Suryavardhan Estates,—,Shopping Interest
553,Shopping Malls,chennai_shopping_malls(1).csv,,,Navalur / OMR,,,Chennai Metropolitan Area,,,,,,,,,,,,,,MARG Junction,Shopping complex,MARG Group,—,Shopping Interest
554,Shopping Malls,chennai_shopping_malls(1).csv,,,Pallavaram / GST Road,,,South Chennai,,,,,,,,,,,,,,Gold Souk Grande Mall,Shopping mall,—,—,Shopping Interest
555,Shopping Malls,chennai_shopping_malls(1).csv,,,Aminjikarai,,,Central Chennai,,,,,,,,,,,,,,Sky One / Ampa Skywalk,Shopping mall,—,Renamed/redeveloped identity noted in local discussions,Shopping Interest
556,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,Maya Plaza,Shopping complex,—,—,Shopping Interest
557,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,Vummidars Shopping Centre,Shopping centre,—,—,Shopping Interest
558,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,Glamour Shopping Centre,Shopping centre,—,—,Shopping Interest
559,Shopping Malls,chennai_shopping_malls(1).csv,,,Egmore,,,Central Chennai,,,,,,,,,,,,,,Cisons Complex,Shopping complex,—,—,Shopping Interest
560,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,Shopping Singapore,Shopping centre,—,—,Shopping Interest
561,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,V2 Shopping Centre,Shopping centre,—,—,Shopping Interest
562,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,Five Star Shopping,Shopping centre,—,—,Shopping Interest
563,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,Indi Shopee,Shopping centre,—,—,Shopping Interest
564,Shopping Malls,chennai_shopping_malls(1).csv,,,Chennai,,,Central Chennai,,,,,,,,,,,,,,Nisha Singapore Shopping,Shopping centre,—,—,Shopping Interest
